ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-03-14T00:00:00.000Z,2024,XLE AWD,Midnight Black Metallic,44920,48331,0,44920,At dealer,False,Available,5TDAAAB51RS043823,Shottenkirk Toyota Granbury,TX
2024-03-21,2024,Platinum AWD,Coastal Cream,53795,56252,0,53795,At dealer,False,Available,5TDAAAB51RS043854,Holman Toyota,NJ
2024-03-19,2024,Platinum AWD,Storm Cloud,53795,55548,0,53795,At dealer,False,,5TDAAAB51RS043885,Lia Toyota of Rockland,NY
2024-03-19,2024,Limited AWD,Coastal Cream,49710,55764,0,49710,At dealer,False,DealerHold,5TDAAAB51RS043949,Mike Kelly Toyota of Uniontown,PA
2024-03-17,2024,Limited AWD,Wind Chill Pearl,49710,56546,1790,51500,At dealer,False,,5TDAAAB51RS044048,Shore Toyota,NJ
2024-03-13,2024,XLE AWD,Celestial Silver Metallic,44920,50212,0,44920,At dealer,False,,5TDAAAB51RS044115,Kokomo Toyota,IN
2024-04-01,2024,XLE AWD,Storm Cloud,44920,49257,0,44920,At dealer,True,DealerHold,5TDAAAB51RS044129,Toyota of Puyallup,WA
2024-03-16T00:00:00.000Z,2024,XLE AWD,Midnight Black Metallic,44920,49722,0,44920,At dealer,False,Available,5TDAAAB51RS044194,Yokem Toyota,LA
2024-03-18,2024,XLE AWD,Storm Cloud,44920,47302,0,44920,At dealer,False,,5TDAAAB51RS044244,Bennett Toyota of Lebanon,PA
2024-03-17,2024,XLE AWD,Midnight Black Metallic,44920,46828,1790,46710,At dealer,False,,5TDAAAB51RS044261,Shore Toyota,NJ
2024-03-19,2024,Platinum AWD,Blueprint,53795,55548,0,53795,At dealer,False,DealerHold,5TDAAAB51RS044356,Grappone Toyota,NH
2024-03-22,2024,XLE AWD,Ruby Flare Pearl,44920,47098,0,44920,At dealer,False,,5TDAAAB51RS044390,Route 22 Toyota,NJ
2024-03-28,2024,XLE AWD,Storm Cloud,44920,47836,0,44920,At dealer,False,,5TDAAAB51RS044423,Bill Dube Toyota,NH
